index,class_code,description,level,level_2,level_3,level_4,level_5
304,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,"OPENING, CLOSING ","CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR"
305,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,"OPENING, CLOSING ","DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR "
307,B68B,HARNESS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,SADDLERY,HARNESS
308,B68C,SADDLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,SADDLERY,SADDLES
309,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,SADDLERY,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE"
310,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,SADDLERY,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING"
313,B81B,"MICRO-STRUCTURAL DEVICES OR SYSTEMS, e.g. MICRO-MECHANICAL DEVICES ",5,PERFORMING OPERATIONS; TRANSPORTING,Micro-structural technology,MICRO-STRUCTURAL TECHNOLOGY,"MICRO-STRUCTURAL DEVICES OR SYSTEMS, e.g. MICRO-MECHANICAL DEVICES "
314,B81C,PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICRO-STRUCTURAL DEVICES OR SYSTEMS ,5,PERFORMING OPERATIONS; TRANSPORTING,Micro-structural technology,MICRO-STRUCTURAL TECHNOLOGY,PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICRO-STRUCTURAL DEVICES OR SYSTEMS 
316,B82B,"NANO-STRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS, MOLECULES, OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS",5,PERFORMING OPERATIONS; TRANSPORTING,Micro-structural technology,NANO-TECHNOLOGY,"NANO-STRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS, MOLECULES, OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS"
317,B82Y,SPECIFIC USES OR APPLICATIONS OF NANO-STRUCTURES,5,PERFORMING OPERATIONS; TRANSPORTING,Micro-structural technology,NANO-TECHNOLOGY,SPECIFIC USES OR APPLICATIONS OF NANO-STRUCTURES
321,C01B,NON-METALLIC ELEMENTS,5,CHEMISTRY; METALLURGY,Chemistry,INORGANIC CHEMISTRY ,NON-METALLIC ELEMENTS
322,C01C,AMMONIA,5,CHEMISTRY; METALLURGY,Chemistry,INORGANIC CHEMISTRY ,AMMONIA
323,C01D,"COMPOUNDS OF ALKALI METALS, i.e. LITHIUM, SODIUM, POTASSIUM, RUBIDIUM, CAESIUM, OR FRANCIUM ",5,CHEMISTRY; METALLURGY,Chemistry,INORGANIC CHEMISTRY ,"COMPOUNDS OF ALKALI METALS, i.e. LITHIUM, SODIUM, POTASSIUM, RUBIDIUM, CAESIUM, OR FRANCIUM "
324,C01F,"COMPOUNDS OF THE METALS BERYLLIUM, MAGNESIUM, ALUMINIUM, CALCIUM, STRONTIUM, BARIUM, RADIUM, THORIUM, OR OF THE RARE-EARTH METALS ",5,CHEMISTRY; METALLURGY,Chemistry,INORGANIC CHEMISTRY ,"COMPOUNDS OF THE METALS BERYLLIUM, MAGNESIUM, ALUMINIUM, CALCIUM, STRONTIUM, BARIUM, RADIUM, THORIUM, OR OF THE RARE-EARTH METALS "
325,C01G,COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES ,5,CHEMISTRY; METALLURGY,Chemistry,INORGANIC CHEMISTRY ,COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES 
326,C01P,INDEXING SCHEME RELATING TO STRUCTURAL AND PHYSICAL ASPECTS OF SOLID INORGANIC COMPOUNDS,5,CHEMISTRY; METALLURGY,Chemistry,INORGANIC CHEMISTRY ,INDEXING SCHEME RELATING TO STRUCTURAL AND PHYSICAL ASPECTS OF SOLID INORGANIC COMPOUNDS
328,C02F,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE ",5,CHEMISTRY; METALLURGY,Chemistry,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE ","TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE "
330,C03B,"MANUFACTURE, SHAPING, OR SUPPLEMENTARY PROCESSES",5,CHEMISTRY; METALLURGY,Chemistry,GLASS,"MANUFACTURE, SHAPING, OR SUPPLEMENTARY PROCESSES"
331,C03C,"CHEMICAL COMPOSITION OF GLASSES, GLAZES, OR VITREOUS ENAMELS",5,CHEMISTRY; METALLURGY,Chemistry,GLASS,"CHEMICAL COMPOSITION OF GLASSES, GLAZES, OR VITREOUS ENAMELS"
333,C04B,"LIME, MAGNESIA",5,CHEMISTRY; METALLURGY,Chemistry,CEMENTS,"LIME, MAGNESIA"
335,C05B,PHOSPHATIC FERTILISERS,5,CHEMISTRY; METALLURGY,Chemistry,FERTILISERS,PHOSPHATIC FERTILISERS
336,C05C,NITROGENOUS FERTILISERS,5,CHEMISTRY; METALLURGY,Chemistry,FERTILISERS,NITROGENOUS FERTILISERS
337,C05D,INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES ,5,CHEMISTRY; METALLURGY,Chemistry,FERTILISERS,INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES 
338,C05F,ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES ,5,CHEMISTRY; METALLURGY,Chemistry,FERTILISERS,ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES 
339,C05G,MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS ,5,CHEMISTRY; METALLURGY,Chemistry,FERTILISERS,MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS 
341,C06B,EXPLOSIVES OR THERMIC COMPOSITIONS ,5,CHEMISTRY; METALLURGY,Chemistry,EXPLOSIVES,EXPLOSIVES OR THERMIC COMPOSITIONS 
342,C06C,DETONATING OR PRIMING DEVICES,5,CHEMISTRY; METALLURGY,Chemistry,EXPLOSIVES,DETONATING OR PRIMING DEVICES
343,C06D,MEANS FOR GENERATING SMOKE OR MIST,5,CHEMISTRY; METALLURGY,Chemistry,EXPLOSIVES,MEANS FOR GENERATING SMOKE OR MIST
344,C06F,MATCHES,5,CHEMISTRY; METALLURGY,Chemistry,EXPLOSIVES,MATCHES
346,C07B,GENERAL METHODS OF ORGANIC CHEMISTRY,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC CHEMISTRY ,GENERAL METHODS OF ORGANIC CHEMISTRY
347,C07C,ACYCLIC OR CARBOCYCLIC COMPOUNDS,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC CHEMISTRY ,ACYCLIC OR CARBOCYCLIC COMPOUNDS
348,C07D,HETEROCYCLIC COMPOUNDS,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC CHEMISTRY ,HETEROCYCLIC COMPOUNDS
349,C07F,"ACYCLIC, CARBOCYCLIC OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON, HYDROGEN, HALOGEN, OXYGEN, NITROGEN, SULFUR, SELENIUM OR TELLURIUM ",5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC CHEMISTRY ,"ACYCLIC, CARBOCYCLIC OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON, HYDROGEN, HALOGEN, OXYGEN, NITROGEN, SULFUR, SELENIUM OR TELLURIUM "
350,C07G,COMPOUNDS OF UNKNOWN CONSTITUTION,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC CHEMISTRY ,COMPOUNDS OF UNKNOWN CONSTITUTION
351,C07H,SUGARS,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC CHEMISTRY ,SUGARS
352,C07J,STEROIDS ,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC CHEMISTRY ,STEROIDS 
353,C07K,PEPTIDES ,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC CHEMISTRY ,PEPTIDES 
355,C08B,POLYSACCHARIDES,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC MACROMOLECULAR COMPOUNDS,POLYSACCHARIDES
356,C08C,TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC MACROMOLECULAR COMPOUNDS,TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS
357,C08F,MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC MACROMOLECULAR COMPOUNDS,MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS
358,C08G,MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING UNSATURATED CARBON-TO-CARBON BONDS,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC MACROMOLECULAR COMPOUNDS,MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING UNSATURATED CARBON-TO-CARBON BONDS
359,C08H,DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS ,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC MACROMOLECULAR COMPOUNDS,DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS 
360,C08J,WORKING-UP,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC MACROMOLECULAR COMPOUNDS,WORKING-UP
361,C08K,USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTS ,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC MACROMOLECULAR COMPOUNDS,USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTS 
362,C08L,COMPOSITIONS OF MACROMOLECULAR COMPOUNDS ,5,CHEMISTRY; METALLURGY,Chemistry,ORGANIC MACROMOLECULAR COMPOUNDS,COMPOSITIONS OF MACROMOLECULAR COMPOUNDS 
364,C09B,ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES,5,CHEMISTRY; METALLURGY,Chemistry,DYES,ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES
365,C09C,"TREATMENT OF INORGANIC MATERIALS, OTHER THAN FIBROUS FILLERS, TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES ",5,CHEMISTRY; METALLURGY,Chemistry,DYES,"TREATMENT OF INORGANIC MATERIALS, OTHER THAN FIBROUS FILLERS, TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES "
366,C09D,"COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS",5,CHEMISTRY; METALLURGY,Chemistry,DYES,"COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS"
367,C09F,NATURAL RESINS,5,CHEMISTRY; METALLURGY,Chemistry,DYES,NATURAL RESINS
368,C09G,POLISHING COMPOSITIONS OTHER THAN FRENCH POLISH,5,CHEMISTRY; METALLURGY,Chemistry,DYES,POLISHING COMPOSITIONS OTHER THAN FRENCH POLISH
369,C09H,PREPARATION OF GLUE OR GELATINE,5,CHEMISTRY; METALLURGY,Chemistry,DYES,PREPARATION OF GLUE OR GELATINE
370,C09J,ADHESIVES,5,CHEMISTRY; METALLURGY,Chemistry,DYES,ADHESIVES
371,C09K,"MATERIALS FOR MISCELLANEOUS APPLICATIONS, NOT PROVIDED FOR ELSEWHERE",5,CHEMISTRY; METALLURGY,Chemistry,DYES,"MATERIALS FOR MISCELLANEOUS APPLICATIONS, NOT PROVIDED FOR ELSEWHERE"
373,C10B,"DESTRUCTIVE DISTILLATION OF CARBONAGEOUS MATERIALS FOR PRODUCTION OF GAS, COKE, TAR, OR SIMILAR MATERIALS ",5,CHEMISTRY; METALLURGY,Chemistry,"PETROLEUM, GAS OR COKE INDUSTRIES","DESTRUCTIVE DISTILLATION OF CARBONAGEOUS MATERIALS FOR PRODUCTION OF GAS, COKE, TAR, OR SIMILAR MATERIALS "
374,C10C,"WORKING-UP PITCH, ASPHALT, BITUMEN, TAR",5,CHEMISTRY; METALLURGY,Chemistry,"PETROLEUM, GAS OR COKE INDUSTRIES","WORKING-UP PITCH, ASPHALT, BITUMEN, TAR"
375,C10F,DRYING OR WORKING-UP OF PEAT,5,CHEMISTRY; METALLURGY,Chemistry,"PETROLEUM, GAS OR COKE INDUSTRIES",DRYING OR WORKING-UP OF PEAT
376,C10G,CRACKING HYDROCARBON OILS,5,CHEMISTRY; METALLURGY,Chemistry,"PETROLEUM, GAS OR COKE INDUSTRIES",CRACKING HYDROCARBON OILS
377,C10H,PRODUCTION OF ACETYLENE BY WET METHODS ,5,CHEMISTRY; METALLURGY,Chemistry,"PETROLEUM, GAS OR COKE INDUSTRIES",PRODUCTION OF ACETYLENE BY WET METHODS 
378,C10J,"PRODUCTION OF PRODUCER GAS, WATER-GAS, SYNTHESIS GAS FROM SOLID CARBONACEOUS MATERIAL, OR MIXTURES CONTAINING THESE GASES ",5,CHEMISTRY; METALLURGY,Chemistry,"PETROLEUM, GAS OR COKE INDUSTRIES","PRODUCTION OF PRODUCER GAS, WATER-GAS, SYNTHESIS GAS FROM SOLID CARBONACEOUS MATERIAL, OR MIXTURES CONTAINING THESE GASES "
379,C10K,PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE,5,CHEMISTRY; METALLURGY,Chemistry,"PETROLEUM, GAS OR COKE INDUSTRIES",PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE
380,C10L,FUELS NOT OTHERWISE PROVIDED FOR ,5,CHEMISTRY; METALLURGY,Chemistry,"PETROLEUM, GAS OR COKE INDUSTRIES",FUELS NOT OTHERWISE PROVIDED FOR 
381,C10M,LUBRICATING COMPOSITIONS ,5,CHEMISTRY; METALLURGY,Chemistry,"PETROLEUM, GAS OR COKE INDUSTRIES",LUBRICATING COMPOSITIONS 
382,C10N,INDEXING SCHEME ASSOCIATED WITH SUBCLASS ,5,CHEMISTRY; METALLURGY,Chemistry,"PETROLEUM, GAS OR COKE INDUSTRIES",INDEXING SCHEME ASSOCIATED WITH SUBCLASS 
384,C11B,ESSENTIAL OILS,5,CHEMISTRY; METALLURGY,Chemistry,"ANIMAL AND VEGETABLE OILS, FATS, FATTY SUBSTANCES AND WAXES",ESSENTIAL OILS
385,C11C,"FATTY ACIDS FROM FATS, OILS OR WAXES",5,CHEMISTRY; METALLURGY,Chemistry,"ANIMAL AND VEGETABLE OILS, FATS, FATTY SUBSTANCES AND WAXES","FATTY ACIDS FROM FATS, OILS OR WAXES"
386,C11D,DETERGENT COMPOSITIONS ,5,CHEMISTRY; METALLURGY,Chemistry,"ANIMAL AND VEGETABLE OILS, FATS, FATTY SUBSTANCES AND WAXES",DETERGENT COMPOSITIONS 
388,C12C,BREWING OF BEER ,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,BREWING OF BEER 
389,C12F,DISTILLATION OR RECTIFICATION OF FERMENTED SOLUTIONS,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,DISTILLATION OR RECTIFICATION OF FERMENTED SOLUTIONS
390,C12G,WINE,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,WINE
391,C12H,PASTEURISATION,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,PASTEURISATION
392,C12J,VINEGAR,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,VINEGAR
393,C12L,PITCHING OR DEPITCHING MACHINES,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,PITCHING OR DEPITCHING MACHINES
394,C12M,APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY
395,C12N,MICRO-ORGANISMS OR ENZYMES,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,MICRO-ORGANISMS OR ENZYMES
396,C12P,FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE ,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE 
397,C12Q,MEASURING OR TESTING PROCESSES INVOLVING ENZYMES OR MICRO-ORGANISMS ,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,MEASURING OR TESTING PROCESSES INVOLVING ENZYMES OR MICRO-ORGANISMS 
398,C12R,PROCESSES USING MICRO-ORGANISMS,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,PROCESSES USING MICRO-ORGANISMS
399,C12Y,ENZYMES,5,CHEMISTRY; METALLURGY,Chemistry,BIOCHEMISTRY,ENZYMES
401,C13B,PRODUCTION OF SUCROSE,5,CHEMISTRY; METALLURGY,Chemistry,SUGAR INDUSTRY ,PRODUCTION OF SUCROSE
402,C13K,"SACCHARIDES, OTHER THAN SUCROSE, OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DI-, OLIGO- OR POLYSACCHARIDES ",5,CHEMISTRY; METALLURGY,Chemistry,SUGAR INDUSTRY ,"SACCHARIDES, OTHER THAN SUCROSE, OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DI-, OLIGO- OR POLYSACCHARIDES "
404,C14B,"MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES OR LEATHER IN GENERAL",5,CHEMISTRY; METALLURGY,Chemistry,SKINS,"MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES OR LEATHER IN GENERAL"
405,C14C,"CHEMICAL TREATMENT OF HIDES, SKINS OR LEATHER, e.g. TANNING, IMPREGNATING, FINISHING",5,CHEMISTRY; METALLURGY,Chemistry,SKINS,"CHEMICAL TREATMENT OF HIDES, SKINS OR LEATHER, e.g. TANNING, IMPREGNATING, FINISHING"
408,C21B,MANUFACTURE OF IRON OR STEEL ,5,CHEMISTRY; METALLURGY,Metallurgy,METALLURGY OF IRON,MANUFACTURE OF IRON OR STEEL 
409,C21C,"PROCESSING OF PIG-IRON, e.g. REFINING, MANUFACTURE OF WROUGHT-IRON OR STEEL",5,CHEMISTRY; METALLURGY,Metallurgy,METALLURGY OF IRON,"PROCESSING OF PIG-IRON, e.g. REFINING, MANUFACTURE OF WROUGHT-IRON OR STEEL"
410,C21D,MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS,5,CHEMISTRY; METALLURGY,Metallurgy,METALLURGY OF IRON,MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS
412,C22B,PRODUCTION AND REFINING OF METALS ,5,CHEMISTRY; METALLURGY,Metallurgy,METALLURGY ,PRODUCTION AND REFINING OF METALS 
413,C22C,ALLOYS ,5,CHEMISTRY; METALLURGY,Metallurgy,METALLURGY ,ALLOYS 
414,C22F,CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS AND NON-FERROUS ALLOYS ,5,CHEMISTRY; METALLURGY,Metallurgy,METALLURGY ,CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS AND NON-FERROUS ALLOYS 
416,C23C,COATING METALLIC MATERIAL,5,CHEMISTRY; METALLURGY,Metallurgy,COATING METALLIC MATERIAL,COATING METALLIC MATERIAL
417,C23D,"ENAMELLING OF, OR APPLYING A VITREOUS LAYER TO, METALS ",5,CHEMISTRY; METALLURGY,Metallurgy,COATING METALLIC MATERIAL,"ENAMELLING OF, OR APPLYING A VITREOUS LAYER TO, METALS "
418,C23F,NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACE ,5,CHEMISTRY; METALLURGY,Metallurgy,COATING METALLIC MATERIAL,NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACE 
419,C23G,CLEANING OR DEGREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS ,5,CHEMISTRY; METALLURGY,Metallurgy,COATING METALLIC MATERIAL,CLEANING OR DEGREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS 
421,C25B,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON-METALS,5,CHEMISTRY; METALLURGY,Metallurgy,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON-METALS
422,C25C,"PROCESSES FOR THE ELECTROLYTIC PRODUCTION, RECOVERY OR REFINING OF METALS",5,CHEMISTRY; METALLURGY,Metallurgy,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES,"PROCESSES FOR THE ELECTROLYTIC PRODUCTION, RECOVERY OR REFINING OF METALS"
423,C25D,PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGS,5,CHEMISTRY; METALLURGY,Metallurgy,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES,PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGS
424,C25F,PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTS,5,CHEMISTRY; METALLURGY,Metallurgy,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES,PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTS
426,C30B,SINGLE-CRYSTAL-GROWTH ,5,CHEMISTRY; METALLURGY,Metallurgy,CRYSTAL GROWTH ,SINGLE-CRYSTAL-GROWTH 
428,C40B,COMBINATORIAL CHEMISTRY,5,CHEMISTRY; METALLURGY,Metallurgy,COMBINATORIAL CHEMISTRY,COMBINATORIAL CHEMISTRY
432,D01B,"MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OF FILAMENTS, e.g. FOR SPINNING ",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,NATURAL OR ARTIFICIAL THREADS OR FIBRES,"MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OF FILAMENTS, e.g. FOR SPINNING "
433,D01C,CHEMICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNING,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,NATURAL OR ARTIFICIAL THREADS OR FIBRES,CHEMICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNING
434,D01D,"MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,NATURAL OR ARTIFICIAL THREADS OR FIBRES,"MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS"
435,D01F,"CHEMICAL FEATURES IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,NATURAL OR ARTIFICIAL THREADS OR FIBRES,"CHEMICAL FEATURES IN THE MANUFACTURE OF ARTIFICIAL FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONS"
436,D01G,"PRELIMINARY TREATMENT OF FIBRES, e.g. FOR SPINNING ",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,NATURAL OR ARTIFICIAL THREADS OR FIBRES,"PRELIMINARY TREATMENT OF FIBRES, e.g. FOR SPINNING "
437,D01H,SPINNING OR TWISTING ,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,NATURAL OR ARTIFICIAL THREADS OR FIBRES,SPINNING OR TWISTING 
439,D02G,"CRIMPING OR CURLING FIBRES, FILAMENTS, THREADS, OR YARNS",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,YARNS,"CRIMPING OR CURLING FIBRES, FILAMENTS, THREADS, OR YARNS"
440,D02H,"WARPING, BEAMING OR LEASING",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,YARNS,"WARPING, BEAMING OR LEASING"
441,D02J,"FINISHING OR DRESSING OF FILAMENTS, YARNS, THREADS, CORDS, ROPES OR THE LIKE ",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,YARNS,"FINISHING OR DRESSING OF FILAMENTS, YARNS, THREADS, CORDS, ROPES OR THE LIKE "
443,D03C,SHEDDING MECHANISMS,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,WEAVING,SHEDDING MECHANISMS
444,D03D,WOVEN FABRICS,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,WEAVING,WOVEN FABRICS
445,D03J,AUXILIARY WEAVING APPARATUS,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,WEAVING,AUXILIARY WEAVING APPARATUS
447,D04B,KNITTING,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,BRAIDING,KNITTING
448,D04C,"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,BRAIDING,"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE"
449,D04D,TRIMMINGS,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,BRAIDING,TRIMMINGS
450,D04G,MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,BRAIDING,MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL
451,D04H,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL ",5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,BRAIDING,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL "
453,D05B,SEWING ,5,TEXTILES; PAPER,Textiles or flexible materials not otherwise provided for,SEWING,SEWING 
